1.5	0.9862265624999995	0.00016540716554802604	-3.900600000000248	0.007133507185692167
1.6	0.9796382812500254	0.0002639099309957871	-3.8564843750002353	0.010414886473027352
1.7	0.9701992187500447	0.00043538145438393183	-3.796415625000163	0.01506463272365366
1.8	0.9564421875000404	0.0007925240990430682	-3.716540625000093	0.021746192880563342
1.9	0.9381390625000268	0.0014975774389210939	-3.61842187500004	0.030842372802801776
2.0	0.9104976562500086	0.003118755512081739	-3.4886062500000197	0.045048502773447296
2.1	0.868955468750003	0.007332109882210447	-3.3249156249999947	0.0657904811622334
2.2	0.7935562500000011	0.020925204160160082	-3.099175000000007	0.09811138968751187
2.21	0.7822234374999992	0.02345782927491047	-3.0706156250000034	0.10174771084960454
2.22	0.7738539062500008	0.024280777533573272	-3.0483624999999934	0.10202669359385119
2.23	0.7620609375000025	0.027680632419435858	-3.0223812500000045	0.11012622808592454
2.24	0.752400781250001	0.029109696454470257	-2.9941468750000046	0.109898260458964
2.25	0.7413210937500037	0.03111342780700621	-2.968915625000001	0.11479440616219527
2.26	0.7211921875000027	0.03497755622803034	-2.9223843749999983	0.11669095147462549
2.27	0.7135382812500002	0.03614182602478455	-2.9047156249999904	0.11924832928716356
2.28	0.6966968750000003	0.03948234864258249	-2.869784374999993	0.12580805116216176
2.29	0.6855281249999988	0.041242254287113755	-2.8439812499999895	0.12337904808603284
2.3	0.670711718749999	0.04400530571228345	-2.8153249999999965	0.1281008084375257
2.31	0.6546726562500023	0.046054390648804344	-2.7829218750000058	0.12791878686521851
2.32	0.6375093749999985	0.04963329825195889	-2.7510343749999904	0.13054980897465907
2.33	0.6215945312499987	0.05117930244079799	-2.720490624999999	0.1302787085058732
2.34	0.609445312500001	0.051441401306151824	-2.688134374999995	0.13137567178713105
2.35	0.5910304687499988	0.053645369042363444	-2.6544281249999857	0.13408076280275072
2.36	0.5738945312499989	0.05532938706970336	-2.6215281249999958	0.13048335624024165
2.37	0.5602507812500006	0.05643359457946867	-2.5990062499999893	0.13203994996098167
2.38	0.5441531250000006	0.057285962978515514	-2.565246875000001	0.12840114608399578
2.39	0.5345765625000015	0.05633251308349585	-2.537153124999977	0.12714493827154616
2.4	0.5153046875000002	0.05782978021240298	-2.5073687499999924	0.1299455062109267
2.5	0.38690078125000116	0.050555447821656496	-2.2652562500000033	0.10252564527328012
2.6	0.304245312499999	0.03856059548584176	-2.074425000000003	0.08526931781239444
2.7	0.24955937499999925	0.029586744326172892	-1.934856250000023	0.07304164339830477
2.8	0.2137499999999991	0.022943688964844326	-1.8199343750000259	0.06358506209948933
2.9	0.19232343749999872	0.018867689040528067	-1.721290625000014	0.060575674130779245
3.0	0.17111406249999822	0.015740326735841165	-1.638868750000018	0.05559750152336118
