1.5	2.648307364530531	2.5095673390603035
1.6	2.8583647192695154	2.6446034965707232
1.7	3.198569911622432	2.8006007037206286
1.8	3.852616193317808	3.0334854763117125
1.9	4.9997092004536094	3.5092089059580283
2.0	7.975568525585356	4.1959531834372665
2.1	17.385442825495367	5.796960482909193
2.2	87.24290582878889	12.727235684553863
2.21	113.7752044242403	14.717144684160246
2.22	104.76803553917054	15.816789826422093
2.23	136.43122147186313	19.069867376945375
2.24	147.49003127260113	22.562670814337142
2.25	169.0663325050804	26.903472963760915
2.26	179.9884902073392	30.28017384391695
2.27	176.55858388881583	35.97588550899369
2.28	179.28611120205863	39.21775367132238
2.29	182.28761391858433	41.310410821195156
2.3	174.32872305806995	41.86202259926564
2.31	164.75271915787934	40.25368983504889
2.32	166.13002079710148	41.88349670745322
2.33	155.55384384457915	37.63726813174368
2.34	147.55829975793918	34.49820504658448
2.35	135.55801895463767	31.63899772267648
2.36	126.09533453347306	26.188516257660513
2.37	124.16861595601799	24.855589944085487
2.38	110.79900694490507	21.08600944114001
2.39	105.39360041989475	17.49868649401756
2.4	95.53239067915624	16.020386650874386
2.5	42.34319605290296	6.615831608888792
2.6	23.771812940718867	4.800661231479763
2.7	14.88249106359764	3.9504163360277804
2.8	11.005276216423319	3.480630605242529
2.9	8.36698729898736	3.0624401612945733
3.0	6.785705388731774	2.844121822408448
