1.5	1.7888880645066412	1.7660748821133463
1.6	1.8485222095453033	1.8055907555237947
1.7	1.9345386261965711	1.8564968061629963
1.8	2.18074162651578	1.9297545480586145
1.9	2.623162709863774	2.0753841552423618
2.0	3.624421477638805	2.4450824213813966
2.1	5.991898662464028	2.927159889174004
2.2	9.725368758002588	4.143719893125792
2.21	9.928348995165008	4.277910646842193
2.22	10.343287128161093	4.483231734528991
2.23	10.832630434995323	4.744819076958316
2.24	10.675928648110604	4.790210733588107
2.25	11.099372296311305	4.961546532146082
2.26	11.422730367640613	5.222688779157349
2.27	11.217577929304369	5.302159716145758
2.28	11.232423684702667	5.350426996609945
2.29	11.505167811248034	5.602080388993385
2.3	11.372018927860081	5.611153019478612
2.31	11.357803459274665	5.702675305863375
2.32	11.354542449375074	5.739064426041771
2.33	11.349400477792125	5.817304573560665
2.34	11.258005835776498	5.754323480606591
2.35	11.204071617660091	5.845840585465789
2.36	11.102867795424714	5.787179942622329
2.37	10.700971754987984	5.667410810589101
2.38	10.670699481502377	5.7055149384032475
2.39	10.343067033528808	5.5611827050829366
2.4	10.10551162359504	5.396015658684391
2.5	7.608674804080188	4.076523764314188
2.6	5.558776295521097	3.1871781690899277
2.7	4.232528547351596	2.7596281825850495
2.8	3.4028192910515727	2.534703009783569
2.9	2.8481496219964337	2.388660001852475
3.0	2.536690489531459	2.289171629180592
